Source_IP,Destination_IP,Protocol,Packet_Size,Flow_Duration,Bytes_Per_Second,Login_Attempts,API_Requests,Unauthorized_Access,Malware_Attack,DDoS_Attack,Abnormal_Data_Transfer_MB,Encrypted_Traffic_Ratio,Failed_Auth_Attempts,TCP_Flags,Suspicious_IP_Flag,Port_Scan_Activity,Suspicious_DNS_Request,Anomalous_Behavior_Score,Object_Type
192.168.1.15,10.0.0.70,ICMP,592,2779,8514.84,22,101,0,0,0,2496,0.86,18,PSH,0,0,0,0.52,Normal
192.168.1.8,10.0.0.128,ICMP,1347,6381,18505.35,41,170,0,0,0,5589,0.36,8,URG,0,0,0,0.95,Normal
192.168.1.38,10.0.0.126,UDP,1022,19438,7145.49,31,148,0,0,0,4346,0.66,0,SYN,0,0,0,0.17,Normal
192.168.1.114,10.0.0.61,UDP,1332,10859,12617.67,49,139,0,0,0,1155,0.89,21,FIN,0,0,0,0.53,Normal
192.168.1.83,10.0.0.80,UDP,1425,15173,17105.81,3,88,0,0,0,7843,0.73,1,PSH,0,0,1,0.24,Normal
192.168.1.56,10.0.0.218,UDP,113,13087,18321.19,18,185,0,0,0,1401,0.52,18,FIN,0,1,0,0.18,Normal
192.168.1.175,10.0.0.121,UDP,1359,11809,18989.11,6,155,0,0,0,1378,0.39,11,FIN,0,0,0,0.8,Normal
192.168.1.218,10.0.0.101,ICMP,1322,8597,13202.06,32,181,0,1,0,8199,0.9,24,RST,0,0,0,0.18,Malware Attack
192.168.1.103,10.0.0.151,UDP,647,17221,14406.81,13,7,0,0,0,860,0.25,6,PSH,0,0,0,0.93,Normal
192.168.1.138,10.0.0.77,TCP,977,7838,9955.44,12,176,0,0,0,7725,0.57,7,FIN,0,0,0,0.25,Normal
192.168.1.102,10.0.0.175,UDP,1393,7341,5705.0,5,85,0,0,0,9418,0.84,8,URG,0,0,0,0.35,Normal
192.168.1.78,10.0.0.145,TCP,540,11792,333.43,18,79,0,0,0,1453,0.23,5,FIN,0,0,0,0.54,Normal
192.168.1.177,10.0.0.185,TCP,551,19398,4448.59,8,72,0,0,0,3167,0.45,22,RST,0,0,0,0.37,Normal
192.168.1.169,10.0.0.126,TCP,143,14501,19599.39,34,85,0,0,0,6884,0.8,23,URG,0,0,0,0.05,Normal
192.168.1.83,10.0.0.182,TCP,1373,17185,16129.57,48,72,0,0,0,3655,0.48,11,SYN,0,0,0,0.95,Normal
192.168.1.30,10.0.0.219,UDP,624,16896,9585.93,47,92,0,0,0,2952,0.51,5,RST,0,0,0,0.96,Normal
192.168.1.5,10.0.0.180,UDP,1185,12094,6878.39,25,111,0,0,0,6116,0.47,23,FIN,0,0,0,0.45,Normal
192.168.1.119,10.0.0.22,UDP,469,14673,1296.24,3,108,0,0,1,7682,0.46,15,PSH,0,0,0,0.39,DDoS Attack
192.168.1.223,10.0.0.229,UDP,600,18442,212.64,47,165,0,0,0,3790,0.95,13,RST,0,0,0,0.69,Normal
192.168.1.199,10.0.0.83,UDP,318,5489,15103.66,27,117,0,0,0,9861,0.79,4,URG,0,0,0,0.1,Normal
192.168.1.211,10.0.0.167,ICMP,1023,19068,19711.61,26,169,0,0,0,1034,0.65,10,URG,0,0,0,0.87,Normal
192.168.1.31,10.0.0.227,TCP,550,11610,5084.04,43,154,0,1,0,1465,0.6,7,PSH,1,0,0,0.11,Malware Attack
192.168.1.180,10.0.0.141,TCP,1281,14614,5497.99,6,76,0,0,0,3216,0.03,17,FIN,0,0,0,0.39,Normal
192.168.1.250,10.0.0.78,ICMP,579,19896,18694.15,8,191,0,0,0,3971,0.78,11,URG,0,0,0,0.46,Normal
192.168.1.231,10.0.0.240,ICMP,527,12246,12045.22,33,98,1,0,0,2013,0.5,23,PSH,0,1,0,0.26,Unauthorized Access
192.168.1.216,10.0.0.95,UDP,843,18564,3484.48,7,95,0,1,0,8891,1.0,4,FIN,0,0,0,0.32,Malware Attack
192.168.1.226,10.0.0.109,UDP,99,12849,923.27,9,127,0,0,0,965,0.52,17,FIN,0,0,0,0.7,Normal
192.168.1.249,10.0.0.194,TCP,79,17636,11275.88,0,3,0,0,0,7502,0.68,19,SYN,0,0,0,0.15,Normal
192.168.1.23,10.0.0.110,UDP,982,1449,9056.62,49,90,0,1,0,5671,0.83,15,SYN,0,1,1,0.09,Malware Attack
192.168.1.48,10.0.0.52,TCP,712,9411,8647.57,7,57,0,0,0,8053,0.19,16,PSH,0,0,0,0.07,Normal
192.168.1.109,10.0.0.103,UDP,886,11837,19385.59,44,54,0,1,1,3309,0.55,15,SYN,0,0,0,0.84,Malware Attack
192.168.1.40,10.0.0.101,UDP,136,3286,5264.92,38,198,0,0,0,642,0.98,24,PSH,0,0,0,0.17,Normal
192.168.1.6,10.0.0.142,TCP,1407,12633,9764.93,45,58,0,0,0,7412,0.25,9,URG,0,0,0,0.56,Normal
192.168.1.38,10.0.0.201,ICMP,1332,8591,4274.75,38,148,0,0,0,8714,0.97,3,SYN,0,0,0,0.65,Normal
192.168.1.169,10.0.0.202,ICMP,803,6457,6442.57,16,179,0,0,0,1558,0.85,9,SYN,0,0,0,0.1,Normal
192.168.1.100,10.0.0.63,UDP,1282,15259,15320.21,17,168,0,0,0,6086,0.8,11,RST,0,0,0,0.59,Normal
192.168.1.27,10.0.0.199,ICMP,821,15194,3954.04,33,145,1,0,0,9073,0.15,15,RST,0,1,0,0.62,Unauthorized Access
192.168.1.203,10.0.0.28,UDP,969,8184,13532.92,34,169,0,0,0,4389,0.13,6,URG,0,0,0,0.25,Normal
192.168.1.69,10.0.0.238,ICMP,1082,18096,2601.59,2,65,1,0,0,8146,0.83,21,SYN,0,0,0,1.0,Unauthorized Access
192.168.1.57,10.0.0.217,ICMP,1176,17929,3819.55,11,13,0,0,0,5723,0.63,21,RST,0,0,1,0.97,Normal
192.168.1.17,10.0.0.46,TCP,861,9999,471.64,3,192,0,1,0,7917,0.54,19,ACK,0,0,0,0.9,Malware Attack
192.168.1.244,10.0.0.249,ICMP,1226,5077,12612.99,35,85,0,0,0,8185,0.94,22,ACK,0,0,0,0.08,Normal
192.168.1.71,10.0.0.28,UDP,1484,4331,19806.51,8,180,0,0,0,6030,0.15,10,ACK,0,0,0,0.49,Normal
192.168.1.219,10.0.0.2,TCP,1016,2570,13132.94,34,12,0,0,0,138,0.95,15,PSH,0,0,0,0.24,Normal
192.168.1.47,10.0.0.127,ICMP,547,38,18467.19,2,64,0,0,0,4257,0.55,9,SYN,0,0,0,0.51,Normal
192.168.1.249,10.0.0.17,TCP,450,12901,10532.89,24,172,0,0,0,2914,0.14,2,URG,0,0,0,0.34,Normal
192.168.1.79,10.0.0.59,ICMP,1455,9182,13608.93,25,12,0,0,0,269,0.44,13,URG,0,0,0,0.92,Normal
192.168.1.110,10.0.0.180,UDP,521,14960,18511.4,36,26,0,1,0,6424,0.76,22,ACK,0,0,0,0.6,Malware Attack
192.168.1.13,10.0.0.132,UDP,485,3593,1733.52,47,42,0,0,1,5246,0.09,19,RST,0,1,0,0.75,DDoS Attack
192.168.1.139,10.0.0.77,TCP,295,5118,11952.77,26,104,0,0,0,2362,0.92,4,FIN,0,0,0,0.9,Normal
192.168.1.124,10.0.0.210,ICMP,602,9860,11514.82,27,156,1,0,1,1558,0.23,20,PSH,0,0,0,0.48,Unauthorized Access
192.168.1.109,10.0.0.131,ICMP,1431,15983,672.7,18,172,0,0,0,6773,0.0,24,RST,0,0,0,0.39,Normal
192.168.1.90,10.0.0.115,TCP,783,7531,3132.42,23,48,1,0,0,6111,0.69,7,RST,0,0,0,0.41,Unauthorized Access
192.168.1.86,10.0.0.165,TCP,1225,6625,11051.47,36,178,0,0,0,7508,0.44,10,ACK,0,0,0,0.38,Normal
192.168.1.92,10.0.0.97,UDP,1461,10528,9958.53,39,11,0,0,0,2779,0.28,12,RST,0,0,0,0.86,Normal
192.168.1.24,10.0.0.105,TCP,218,5417,6883.13,43,99,0,0,0,6231,0.55,18,ACK,0,0,0,0.77,Normal
192.168.1.221,10.0.0.24,ICMP,582,9041,13957.38,37,36,0,0,0,7805,0.25,6,SYN,0,0,0,0.28,Normal
192.168.1.73,10.0.0.200,TCP,1202,2424,7211.04,24,157,0,0,0,510,0.01,3,SYN,0,0,0,0.14,Normal
192.168.1.234,10.0.0.35,UDP,1179,4436,15379.69,33,40,0,0,0,2208,0.46,14,URG,0,0,0,0.04,Normal
192.168.1.4,10.0.0.2,TCP,1433,14146,16186.65,14,145,1,0,0,6696,0.47,22,RST,0,0,0,0.38,Unauthorized Access
192.168.1.113,10.0.0.33,ICMP,647,5707,12895.12,15,37,0,0,1,7972,0.22,16,ACK,0,0,0,0.71,DDoS Attack
192.168.1.46,10.0.0.76,TCP,1178,3592,5586.83,3,112,0,0,0,6861,0.4,1,ACK,0,0,0,0.88,Normal
192.168.1.248,10.0.0.86,TCP,763,12180,16055.14,25,177,0,0,0,4893,0.76,24,RST,0,0,0,0.39,Normal
192.168.1.18,10.0.0.205,TCP,1485,6561,5043.23,46,72,0,1,0,8359,0.94,15,RST,0,0,0,0.14,Malware Attack
192.168.1.43,10.0.0.138,UDP,168,5095,6067.16,38,181,0,0,1,7176,0.73,2,SYN,0,0,0,0.29,DDoS Attack
192.168.1.208,10.0.0.81,UDP,875,9683,12180.02,46,108,0,0,0,8276,0.39,8,FIN,0,0,0,0.41,Normal
192.168.1.161,10.0.0.62,UDP,1029,19509,13784.02,25,111,0,0,0,1940,0.39,13,SYN,0,1,0,0.25,Normal
192.168.1.93,10.0.0.43,UDP,659,1396,7432.09,47,69,0,0,0,2405,0.1,22,ACK,0,0,0,0.19,Normal
192.168.1.103,10.0.0.197,ICMP,1077,5250,11831.84,27,151,0,0,0,1836,0.12,4,FIN,0,0,0,0.03,Normal
192.168.1.124,10.0.0.121,ICMP,603,14842,4967.29,48,54,1,0,0,5333,0.91,10,RST,0,0,0,0.29,Unauthorized Access
192.168.1.10,10.0.0.59,UDP,1366,10407,15898.36,36,138,0,0,0,7275,0.94,8,RST,0,0,0,0.51,Normal
192.168.1.73,10.0.0.9,UDP,75,9482,19842.64,37,47,0,0,0,8804,0.58,19,RST,0,0,0,0.74,Normal
192.168.1.187,10.0.0.77,UDP,1394,1608,13970.38,35,79,0,0,0,3848,0.22,7,PSH,0,0,0,0.23,Normal
192.168.1.31,10.0.0.188,TCP,427,14616,6394.11,9,155,0,0,0,2009,0.63,13,URG,0,0,0,0.79,Normal
192.168.1.156,10.0.0.63,ICMP,725,18376,6981.66,32,32,0,0,0,3407,0.59,12,URG,0,0,0,0.37,Normal
192.168.1.60,10.0.0.52,TCP,1405,16706,620.2,7,56,0,0,1,5941,0.87,1,FIN,0,0,0,0.74,DDoS Attack
192.168.1.249,10.0.0.23,UDP,601,5246,12942.59,37,179,0,0,0,5701,0.45,12,URG,0,0,0,0.96,Normal
192.168.1.131,10.0.0.30,ICMP,1301,3869,12004.42,41,109,0,0,0,9191,0.18,22,URG,0,0,0,0.61,Normal
192.168.1.118,10.0.0.171,UDP,377,18558,19092.23,35,174,0,0,0,7172,0.4,14,SYN,0,0,0,0.5,Normal
192.168.1.183,10.0.0.247,TCP,1486,18093,8048.67,20,35,0,0,0,7927,0.32,8,RST,0,0,0,0.71,Normal
192.168.1.14,10.0.0.196,ICMP,1309,1788,18659.15,44,88,0,0,0,9261,0.15,7,FIN,0,0,0,0.41,Normal
192.168.1.186,10.0.0.21,TCP,643,15534,15207.35,49,159,0,0,0,7759,0.06,10,SYN,0,0,0,0.85,Normal
192.168.1.217,10.0.0.43,ICMP,325,17142,5767.18,19,115,0,0,0,7109,0.27,2,FIN,0,0,0,0.0,Normal
192.168.1.143,10.0.0.201,UDP,559,6308,338.49,33,35,0,0,0,9777,0.36,22,RST,0,0,0,0.28,Normal
192.168.1.2,10.0.0.135,ICMP,686,18201,14535.96,37,104,1,0,0,7122,0.93,0,FIN,0,0,0,0.99,Unauthorized Access
192.168.1.24,10.0.0.16,TCP,193,9735,9931.99,42,190,0,0,0,2942,0.29,15,FIN,0,0,1,0.05,Normal
192.168.1.206,10.0.0.23,TCP,1246,3806,19237.5,27,164,0,0,0,1882,0.8,1,URG,0,0,0,0.67,Normal
192.168.1.64,10.0.0.186,TCP,855,10483,451.88,31,76,0,0,0,8941,0.74,20,FIN,0,0,0,0.99,Normal
192.168.1.240,10.0.0.87,TCP,1378,3432,10442.88,11,188,0,0,0,8428,0.44,1,URG,0,0,0,1.0,Normal
192.168.1.199,10.0.0.31,UDP,152,2219,15778.57,8,80,0,0,0,9263,0.53,10,URG,0,0,0,0.14,Normal
192.168.1.100,10.0.0.121,TCP,1031,19132,15797.56,42,49,0,0,0,1769,0.47,2,RST,0,0,0,0.7,Normal
192.168.1.114,10.0.0.69,UDP,1419,8493,13444.47,14,69,0,0,0,6438,0.55,8,PSH,0,0,0,0.86,Normal
192.168.1.24,10.0.0.134,ICMP,693,12424,7893.51,12,111,0,0,0,3326,0.51,1,FIN,0,0,0,0.8,Normal
192.168.1.155,10.0.0.115,TCP,569,19134,1354.18,1,197,0,0,0,8268,0.45,0,URG,0,0,0,0.64,Normal
192.168.1.165,10.0.0.193,ICMP,1217,13410,6042.16,19,20,0,0,0,5750,0.81,17,URG,0,0,0,0.67,Normal
192.168.1.230,10.0.0.59,ICMP,270,18829,13026.54,13,176,0,0,0,5674,0.64,15,ACK,0,0,0,0.47,Normal
192.168.1.222,10.0.0.240,UDP,1447,2837,15423.47,41,166,0,0,0,4658,0.38,1,URG,0,0,0,0.75,Normal
192.168.1.91,10.0.0.156,TCP,1146,19137,16349.43,14,128,0,0,0,3627,0.57,19,URG,0,0,0,0.27,Normal
192.168.1.167,10.0.0.146,UDP,1183,5906,15483.88,28,183,0,0,0,20,0.27,21,FIN,1,0,0,0.77,Normal
192.168.1.191,10.0.0.216,TCP,1333,17529,6482.6,20,96,0,0,0,9899,0.0,5,RST,0,0,0,0.86,Normal
192.168.1.207,10.0.0.77,ICMP,1232,18104,13884.84,9,104,0,0,0,5801,0.86,3,RST,0,0,0,0.51,Normal
192.168.1.26,10.0.0.225,UDP,1397,18738,19381.88,40,11,0,0,0,6439,0.75,8,RST,0,0,0,0.87,Normal
192.168.1.65,10.0.0.138,TCP,597,3513,2738.67,37,75,0,0,0,7003,0.03,5,FIN,0,0,0,0.36,Normal
192.168.1.120,10.0.0.7,ICMP,1468,18752,14629.91,20,177,0,0,0,1438,0.1,15,SYN,0,0,0,0.05,Normal
192.168.1.4,10.0.0.37,UDP,1440,16044,8205.52,34,12,0,0,0,9019,0.8,5,URG,0,0,0,0.81,Normal
192.168.1.157,10.0.0.224,UDP,947,8105,4507.62,43,174,0,0,0,887,0.73,8,FIN,0,0,0,0.0,Normal
192.168.1.249,10.0.0.173,UDP,1014,7639,6407.65,16,31,0,0,0,5527,0.28,22,ACK,0,0,0,0.64,Normal
192.168.1.1,10.0.0.86,UDP,348,3068,3337.78,43,40,0,0,0,8930,0.14,17,RST,0,0,0,0.01,Normal
192.168.1.235,10.0.0.16,ICMP,782,16552,16308.69,3,94,0,0,0,6147,0.15,22,FIN,0,0,0,0.39,Normal
192.168.1.50,10.0.0.216,ICMP,565,15677,7755.35,13,84,0,0,0,7420,0.81,19,PSH,0,1,0,0.04,Normal
192.168.1.110,10.0.0.116,ICMP,321,11752,18753.01,39,27,0,0,0,9223,0.93,14,PSH,0,0,0,0.63,Normal
192.168.1.214,10.0.0.118,ICMP,873,8431,19328.06,31,153,0,0,0,7133,0.6,3,ACK,0,0,0,0.17,Normal
192.168.1.139,10.0.0.14,TCP,115,5635,19315.19,17,178,0,1,0,6428,0.3,15,ACK,0,0,0,0.46,Malware Attack
192.168.1.74,10.0.0.139,ICMP,613,11610,3122.67,33,98,0,0,0,8330,0.98,20,ACK,0,0,0,0.82,Normal
192.168.1.187,10.0.0.211,UDP,728,14041,6934.26,31,35,0,0,1,5551,0.31,24,PSH,0,0,0,0.62,DDoS Attack
192.168.1.62,10.0.0.87,UDP,1303,1690,6214.59,13,171,0,0,0,349,0.7,18,ACK,0,0,0,0.98,Normal
192.168.1.81,10.0.0.162,UDP,1310,17689,18454.35,35,180,0,0,0,1263,0.92,0,FIN,0,0,0,0.75,Normal
192.168.1.164,10.0.0.188,UDP,718,14640,1738.64,33,133,1,0,0,9584,0.73,0,PSH,0,0,0,0.61,Unauthorized Access
192.168.1.56,10.0.0.104,TCP,1029,2994,11776.42,5,39,0,0,0,2878,0.92,17,SYN,0,0,0,0.4,Normal
192.168.1.111,10.0.0.141,UDP,1192,13651,9712.6,39,191,0,0,0,8821,0.25,0,FIN,0,0,0,0.28,Normal
192.168.1.218,10.0.0.167,UDP,585,1833,19525.63,34,72,0,0,0,4771,0.34,23,PSH,0,0,0,0.88,Normal
192.168.1.240,10.0.0.44,UDP,1032,18722,19266.36,14,147,0,1,0,3512,0.68,13,SYN,0,0,0,0.74,Malware Attack
192.168.1.21,10.0.0.28,ICMP,1064,13758,8485.73,19,107,0,0,0,6584,0.49,11,SYN,0,0,0,0.36,Normal
192.168.1.141,10.0.0.168,ICMP,951,13385,8833.07,27,146,0,0,0,727,0.18,6,ACK,0,0,0,0.71,Normal
192.168.1.9,10.0.0.16,TCP,1470,9214,7696.85,36,118,0,0,0,5720,0.75,22,FIN,0,0,0,0.43,Normal
192.168.1.139,10.0.0.50,TCP,1201,13550,15785.55,37,79,1,0,0,1347,0.34,21,PSH,0,0,0,0.82,Unauthorized Access
192.168.1.203,10.0.0.115,TCP,808,15616,2012.62,20,79,0,0,0,1521,0.9,22,URG,0,0,0,0.08,Normal
192.168.1.70,10.0.0.156,UDP,1156,5221,2331.78,23,124,0,0,0,6732,0.73,5,URG,1,0,0,0.69,Normal
192.168.1.129,10.0.0.68,TCP,1452,2904,14096.81,9,29,0,0,0,8624,0.34,21,URG,0,0,0,0.93,Normal
192.168.1.118,10.0.0.92,ICMP,1131,19089,343.57,35,17,0,0,0,6808,0.49,7,FIN,0,0,0,0.08,Normal
192.168.1.198,10.0.0.121,ICMP,274,4106,13423.89,8,15,0,0,0,3356,0.94,16,SYN,0,0,0,0.62,Normal
192.168.1.205,10.0.0.188,ICMP,339,5420,2582.63,21,168,0,0,1,5353,0.59,7,ACK,0,0,0,0.8,DDoS Attack
192.168.1.214,10.0.0.140,UDP,1194,17663,15725.85,41,75,0,0,0,2247,0.76,21,URG,0,0,0,0.51,Normal
192.168.1.56,10.0.0.16,UDP,542,1273,14795.37,36,3,0,0,0,8420,0.96,15,URG,0,0,0,0.68,Normal
192.168.1.31,10.0.0.53,TCP,268,6634,3653.38,15,166,0,0,0,5104,0.78,15,RST,0,0,0,0.3,Normal
192.168.1.214,10.0.0.182,TCP,182,6807,15141.08,42,137,0,0,0,6416,0.04,7,PSH,0,1,0,0.18,Normal
192.168.1.37,10.0.0.49,TCP,549,17241,15806.71,23,119,0,1,0,9112,0.26,22,ACK,0,0,0,0.74,Malware Attack
192.168.1.175,10.0.0.164,TCP,172,4894,18511.99,3,125,0,0,0,6598,0.28,12,PSH,0,0,0,0.1,Normal
192.168.1.91,10.0.0.62,UDP,517,18755,14491.65,43,176,0,0,0,9698,0.53,11,SYN,0,0,0,0.12,Normal
192.168.1.114,10.0.0.84,ICMP,1326,11842,17353.35,22,57,0,0,0,5626,0.36,22,URG,0,0,0,0.69,Normal
192.168.1.244,10.0.0.154,UDP,1095,2196,12753.22,41,177,0,0,1,9842,0.62,7,URG,0,0,0,0.91,DDoS Attack
192.168.1.206,10.0.0.56,TCP,575,16891,12514.07,21,130,0,1,0,2181,0.92,24,URG,0,0,0,0.74,Malware Attack
192.168.1.128,10.0.0.120,UDP,1130,2178,13510.13,1,161,0,1,0,5973,0.74,20,SYN,0,0,0,0.5,Malware Attack
192.168.1.175,10.0.0.90,ICMP,1481,6618,8132.96,27,16,0,0,0,3949,0.01,24,RST,0,0,0,0.83,Normal
192.168.1.122,10.0.0.150,UDP,195,7143,4579.19,18,5,0,0,0,2115,0.95,2,PSH,0,0,0,0.87,Normal
192.168.1.69,10.0.0.120,ICMP,814,7063,8272.16,19,181,0,0,0,17,0.18,20,FIN,0,0,0,0.69,Normal
192.168.1.186,10.0.0.73,TCP,457,2421,11871.87,27,63,0,0,0,872,0.35,14,URG,0,0,0,0.57,Normal
192.168.1.36,10.0.0.69,UDP,261,17057,13803.21,41,56,0,0,1,3905,0.07,23,FIN,0,1,0,0.09,DDoS Attack
192.168.1.32,10.0.0.209,TCP,1208,976,9139.51,23,160,1,0,0,4876,0.17,15,SYN,0,0,0,0.67,Unauthorized Access
192.168.1.226,10.0.0.177,TCP,1387,8751,6608.91,26,143,0,0,0,4201,0.94,2,SYN,0,0,0,0.69,Normal
192.168.1.64,10.0.0.98,ICMP,283,15704,4945.35,43,189,0,0,0,7053,0.59,8,RST,0,0,1,0.21,Normal
192.168.1.199,10.0.0.2,ICMP,931,4852,3672.15,1,12,0,1,0,9293,0.23,5,RST,0,0,0,0.11,Malware Attack
192.168.1.170,10.0.0.53,TCP,157,10338,9532.63,6,145,0,0,0,8569,0.19,23,URG,0,1,0,0.48,Normal
192.168.1.48,10.0.0.119,ICMP,1379,15945,14130.75,0,138,0,0,0,8127,0.86,14,ACK,0,0,0,0.57,Normal
192.168.1.202,10.0.0.7,ICMP,216,17286,16598.67,10,90,0,0,1,7316,0.13,10,RST,0,0,0,0.23,DDoS Attack
192.168.1.242,10.0.0.228,TCP,588,9450,6912.79,30,172,0,0,0,9,0.35,11,ACK,0,0,0,0.0,Normal
192.168.1.81,10.0.0.205,TCP,782,2443,12227.17,29,156,0,0,0,3741,0.39,2,FIN,0,0,0,0.36,Normal
192.168.1.158,10.0.0.148,ICMP,830,17584,9559.38,12,20,0,0,0,7582,0.07,12,PSH,0,0,0,0.69,Normal
192.168.1.149,10.0.0.222,TCP,1245,18131,19325.58,23,81,0,0,0,2223,0.41,6,ACK,0,0,0,0.34,Normal
192.168.1.60,10.0.0.158,TCP,1357,16730,17649.03,17,180,0,0,0,9012,0.78,12,URG,0,0,0,0.14,Normal
192.168.1.141,10.0.0.75,ICMP,881,444,17646.65,12,136,0,0,0,2255,0.78,22,SYN,0,0,0,0.46,Normal
192.168.1.1,10.0.0.95,UDP,320,17665,11588.23,16,114,0,0,1,6533,0.19,3,RST,0,0,0,0.69,DDoS Attack
192.168.1.65,10.0.0.250,UDP,764,4592,8742.28,45,117,0,1,0,8960,0.76,7,URG,0,0,0,0.42,Malware Attack
192.168.1.239,10.0.0.195,TCP,578,10033,13040.62,47,104,0,0,0,3680,0.27,12,PSH,0,0,0,0.21,Normal
192.168.1.33,10.0.0.187,ICMP,1324,6853,3201.45,29,110,0,0,0,9494,0.72,11,SYN,0,0,1,0.46,Normal
192.168.1.38,10.0.0.194,TCP,508,5199,17660.63,18,27,0,0,1,5559,0.71,19,SYN,0,0,0,0.45,DDoS Attack
192.168.1.25,10.0.0.240,ICMP,234,1777,5431.94,11,39,0,0,0,9116,0.84,14,PSH,1,0,0,0.84,Normal
192.168.1.154,10.0.0.3,TCP,333,12840,16539.71,25,107,0,0,0,1993,0.99,14,PSH,0,0,0,0.1,Normal
192.168.1.205,10.0.0.184,TCP,664,814,5977.04,17,89,0,0,0,42,0.1,1,FIN,0,0,0,0.76,Normal
192.168.1.59,10.0.0.79,ICMP,700,10194,10445.17,11,63,0,0,0,3472,0.26,3,FIN,0,0,1,0.98,Normal
192.168.1.220,10.0.0.17,TCP,130,3190,15447.8,43,75,0,0,0,5863,0.62,5,FIN,0,0,0,0.16,Normal
192.168.1.161,10.0.0.112,UDP,838,14954,7880.84,49,38,0,0,0,1777,0.54,17,URG,0,0,0,0.2,Normal
192.168.1.101,10.0.0.52,UDP,71,15184,7166.5,41,73,0,0,1,3575,0.83,22,PSH,0,0,0,0.39,DDoS Attack
192.168.1.127,10.0.0.7,ICMP,198,2321,17758.57,1,107,0,0,0,8577,0.1,7,RST,0,0,0,0.93,Normal
192.168.1.41,10.0.0.112,TCP,879,12587,1387.49,19,179,1,0,0,2680,0.49,9,ACK,0,0,0,0.41,Unauthorized Access
192.168.1.158,10.0.0.133,UDP,893,12442,16832.27,5,80,1,1,0,2795,0.35,0,RST,0,0,0,0.23,Unauthorized Access
192.168.1.57,10.0.0.226,ICMP,88,8730,18564.69,0,135,0,0,0,5951,0.07,19,SYN,0,0,0,0.99,Normal
192.168.1.177,10.0.0.225,ICMP,528,18779,11267.59,25,161,0,0,0,6343,0.75,11,URG,0,0,0,0.29,Normal
192.168.1.48,10.0.0.54,ICMP,437,9790,13922.45,6,77,0,1,0,5231,0.47,1,FIN,0,0,0,0.31,Malware Attack
192.168.1.72,10.0.0.61,UDP,259,18038,17230.34,31,175,0,0,1,7898,0.07,17,ACK,0,0,0,0.91,DDoS Attack
192.168.1.177,10.0.0.109,UDP,767,1602,8716.2,32,35,0,1,0,8242,0.01,3,SYN,0,0,0,0.23,Malware Attack
192.168.1.175,10.0.0.16,UDP,465,15430,17576.97,9,68,1,0,0,5489,0.02,3,RST,0,1,0,0.73,Unauthorized Access
192.168.1.56,10.0.0.229,UDP,185,11810,7451.5,44,63,0,0,0,4629,0.39,13,FIN,0,0,0,0.97,Normal
192.168.1.65,10.0.0.195,TCP,835,87,6136.36,40,95,0,0,0,8239,0.91,1,PSH,0,0,0,0.16,Normal
192.168.1.12,10.0.0.251,UDP,622,5668,19664.18,14,94,0,0,0,4956,0.25,22,PSH,0,0,0,0.52,Normal
192.168.1.69,10.0.0.187,ICMP,1296,15909,632.65,30,131,0,0,0,7010,0.13,4,ACK,0,0,0,0.1,Normal
192.168.1.216,10.0.0.47,TCP,1388,19087,6398.02,23,41,0,0,0,1251,0.58,22,URG,0,1,0,0.37,Normal
192.168.1.134,10.0.0.48,UDP,1017,17732,9176.42,28,91,0,0,0,714,0.47,18,SYN,0,0,0,0.39,Normal
192.168.1.89,10.0.0.235,TCP,971,19688,6224.58,17,160,0,0,0,7736,0.71,15,URG,0,0,0,0.65,Normal
192.168.1.193,10.0.0.121,ICMP,1126,11225,5650.44,6,175,0,0,0,4488,0.37,4,SYN,0,0,0,0.26,Normal
192.168.1.25,10.0.0.243,UDP,682,4981,7419.91,33,166,0,0,0,7823,0.24,17,PSH,0,0,0,0.95,Normal
192.168.1.1,10.0.0.64,TCP,804,14701,7967.24,13,122,0,0,0,657,0.75,11,SYN,0,0,0,0.51,Normal
192.168.1.160,10.0.0.50,UDP,1010,3935,1441.37,19,6,0,0,0,3685,0.49,8,PSH,0,0,0,0.07,Normal
192.168.1.234,10.0.0.213,TCP,860,2097,15507.09,28,121,0,0,0,4458,0.83,19,RST,0,0,0,0.23,Normal
192.168.1.234,10.0.0.41,TCP,269,12773,3373.25,36,190,0,0,1,9248,0.04,14,URG,0,1,0,0.59,DDoS Attack
192.168.1.131,10.0.0.200,ICMP,646,15695,830.02,41,8,0,0,0,2462,0.11,19,PSH,0,0,0,0.36,Normal
192.168.1.49,10.0.0.22,ICMP,760,8880,11811.68,30,54,0,0,0,5396,0.39,10,URG,0,0,0,0.21,Normal
192.168.1.147,10.0.0.115,UDP,475,13135,13375.19,18,88,0,0,0,8976,0.33,10,SYN,0,0,0,0.99,Normal
192.168.1.60,10.0.0.182,UDP,1420,8431,15207.98,22,153,0,0,1,5489,0.05,14,PSH,0,0,0,0.25,DDoS Attack
192.168.1.235,10.0.0.5,TCP,271,2838,1764.81,6,155,1,0,0,5622,0.27,6,RST,0,0,1,0.58,Unauthorized Access
192.168.1.157,10.0.0.145,ICMP,468,15674,3442.78,5,13,0,0,0,8869,0.48,12,PSH,0,0,0,0.05,Normal
192.168.1.178,10.0.0.101,ICMP,451,10325,3654.53,34,133,0,0,0,5735,0.71,8,URG,0,0,0,0.26,Normal
